field_1,Antenas,Nombres,Lat,Long,CentroLat,CentroLong,MINVU,Area
3601,PLVF2,PLVF2Y,-36.809356999999999,-73.036697000000004,-36.809859883700000,-73.035609079200000,gran concepcion,1194377.64
6970,LNICH,LNICHU7,-35.015749999999997,-71.222222000000002,-35.014744232500000,-71.222222000000002,curico,23333332.68
1471,ACARF,ACARFU3,-33.387217999999997,-70.657325999999998,-33.387720883699998,-70.658369180700006,gran santiago,1213756.31
1371,ECOR3,ECOR3AC,-33.436839999999997,-70.632634999999993,-33.436806474400001,-70.632634999999993,gran santiago,2850.97
15111,HFER0,HFER0U7,-33.498891000000000,-70.737286999999995,-33.498488692999999,-70.737286999999995,gran santiago,1150721.25
776,ESMIR,ESMIRC,-33.025348999999999,-71.562527000000003,-33.026254092800002,-71.563813522800004,gran valparaiso,343904.37
614,ITENF,ITENFU3,-41.513229000000003,-72.989693000000003,-41.513824077999999,-72.991397268100002,gran puerto montt,89509316.34
7125,CHHBT,CHHBTU7,-33.461025999999997,-70.663735000000003,-33.460623693000002,-70.663735000000003,gran santiago,325430.30
1848,FUNVE,FUNVEU3,-32.769419399999997,-71.485369399999996,-32.770343955100003,-71.486292033900000,quintero,17102258.45
551,OHGGF,OHGGFU3,-27.370405600000002,-70.328163900000007,-27.371116785000002,-70.328964741400000,copiapo,657763.53
7029,RIOJA,RIOJAU3,-23.637277999999998,-70.389832999999996,-23.636452593700000,-70.389991869300005,antofagasta,469895.74
3165,LCOPI,LCOPIU3,-33.591859999999997,-70.795140000000004,-33.591859999999997,-70.796588885000006,gran santiago,5238905.54
6293,SCARP,SCARPU8,-36.425395999999999,-71.965808999999993,-36.425395999999999,-71.967308968899999,san carlos,127232369.32
479,CNTC1,CNTC1U2,-33.451500000000003,-70.685401999999996,-33.451674649700003,-70.684214864699996,gran santiago,37495.18
5031,PRTF2,PRTF2Z,-40.573666000000003,-73.140877000000003,-40.574235934900003,-73.142176635599995,osorno,1537567.37
2497,CEMPA,CEMPAU2,-33.803319999999999,-70.739959999999996,-33.803261783400004,-70.739562669899996,paine,6304345.21
1807,TROVA,TROVAU3,-33.442329999999998,-70.763283999999999,-33.442123604400003,-70.763963575999995,gran santiago,563043.85
5999,MCUCF,MCUCF9A,-33.400317999999999,-70.509720000000002,-33.400404334800001,-70.509547889800004,gran santiago,311056.18
2162,PELYA,PELYAW3,-33.430861000000000,-70.622913999999994,-33.431507494900004,-70.623837212699996,gran santiago,111911.88
19668,ASRAI,ASRAIU2,-34.159531999999999,-70.707431999999997,-34.159531999999999,-70.707431999999997,gran rancagua,624440.75
899,TVENT,TVENTU7,-33.061917000000001,-71.392639000000003,-33.061452455900003,-71.392318979500004,gran valparaiso,8005202.18
84,PITRF,PITRFU7,-38.994109999999999,-72.637929999999997,-38.993305386000003,-72.636136899899995,pitrufquen,29615222.02
3795,PSEXF,PSEXF6C,-34.163420000000002,-70.754897000000000,-34.163763992699998,-70.756039218100000,gran rancagua,1330244.92
901,CMARF,CMARF9A,-33.606189999999998,-70.641220000000004,-33.604983079000000,-70.641220000000004,gran santiago,4338684.16
448,PUPEF,PUPEFU7,-41.436239999999998,-72.954859999999996,-41.435249512399999,-72.955092958199998,gran puerto montt,12873719.13
2483,CLOC1,CLOC1Y,-36.817610799999997,-73.021790199999998,-36.816878105800001,-73.022880932099994,gran concepcion,3299212.25
10018,HBESA,HBESAU3,-23.631582000000002,-70.374582000000004,-23.631193401299999,-70.374468344700006,antofagasta,16664733.74
374,ALERF,ALERFL0,-41.387527800000001,-72.923636099999996,-41.387527800000001,-72.923636099999996,gran puerto montt,12443030.78
349,YELCH,YELCHU3,-33.471943000000003,-70.711729000000005,-33.472144153499997,-70.712146678300002,gran santiago,906283.22
10317,HUMCF,HUMCFW2,-33.439306000000002,-70.646974999999998,-33.439259426699998,-70.646658475899997,gran santiago,11605.55
3820,EMCOO,EMCOOU2,-33.449841999999997,-70.656588999999997,-33.449841999999997,-70.656588999999997,gran santiago,101342.43
3225,FLXCF,FLXCFL0,-33.424098999999998,-70.612815999999995,-33.424098999999998,-70.612815999999995,gran santiago,26429.49
4762,PRUTF,PRUTFU3,-33.608280000000001,-70.879109999999997,-33.608883460500003,-70.880365018899994,gran santiago,1248171.79
3743,PLSAL,PLSALU8,-32.988289000000002,-71.546559000000002,-32.988856067400000,-71.546312932500001,gran valparaiso,2134493.99
13555,BBVA1,BBVA1U1,-33.413091999999999,-70.603769000000000,-33.413091999999999,-70.603769000000000,gran santiago,17214.36
13156,ROSMA,ROSMANB,-33.435853000000002,-70.658411999999998,-33.435668609300002,-70.658794710799995,gran santiago,48942.38
1566,SGUTF,SGUTFU1,-33.417880550000000,-70.737052777800002,-33.417075936000003,-70.737052777800002,gran santiago,1253801.14
5534,ALGC2,ALGC2A,-33.371690000000001,-71.681880000000007,-33.370684232499997,-71.681880000000007,el quisco,64119248.37
5642,QVDF2,QVDF2U9,-33.049840000000003,-71.647480000000002,-33.048834232499999,-71.647480000000002,gran valparaiso,7113037.23
3001,YUNPL,YUNPLU8,-37.120111000000001,-72.020332999999994,-37.120412730200002,-72.019677579299994,yungay,95344436.58
4580,HCNC2,HCNC2U7,-32.925750000000001,-71.526610000000005,-32.926006820900000,-71.526866737199995,gran valparaiso,6730328.27
2559,LASHU,LASHUU3,-32.938530000000000,-71.449389999999994,-32.939111845399999,-71.450216234400003,gran valparaiso,20482901.84
7362,CLORF,CLORF8B,-33.451787000000003,-70.557982999999993,-33.451961649700003,-70.556795860700007,gran santiago,528210.03
712,MEPAZ,MEPAZAX,-33.510052770000001,-70.756950000000003,-33.510052770000001,-70.756950000000003,gran santiago,668485.76
347,SAJUF,SAJUF6Y,-29.970606000000000,-71.323325999999994,-29.971302816200001,-71.323790409899999,gran la serena,819790.36
227,MLCF2,MLCF2A,-33.435699000000000,-70.650802999999996,-33.435699000000000,-70.650802999999996,gran santiago,11241.97
1557,SBARF,SBARFW3,-33.461709999999997,-70.645769999999999,-33.461985194199997,-70.646676308899998,gran santiago,537957.30
7094,CIPIN,CIPINU7,-33.624381999999997,-70.693735000000004,-33.623787707399998,-70.693609155299995,gran santiago,2040399.54
401,MAMA1,MAMA1U1,-33.480293000000003,-70.751692000000006,-33.480249170800001,-70.751091371200005,gran santiago,650824.50
1206,HURC1,HURC1L0,-33.568386109999999,-70.813283333200005,-33.568386109999999,-70.813283333200005,gran santiago,2701787.57
653,CAVC2,CAVC2U3,-20.235183330000002,-70.149991666700004,-20.236321226000001,-70.148778912099999,gran iquique,266194569.16
1359,APORF,APORFU2,-33.518652799999998,-70.789144399999998,-33.519423262600000,-70.788368946099993,gran santiago,1158184.09
807,AYCEF,AYCEFL0,-45.377071999999998,-72.687805999999995,-45.377071999999998,-72.687805999999995,puerto aisen,1314089386.10
981,GENOL,GENOLU3,-33.430472000000002,-70.690556000000001,-33.430472000000002,-70.691761154299996,gran santiago,742700.00
1762,HONOI,HONOIU1,-33.401389000000002,-70.598805999999996,-33.400332479900001,-70.598582853099998,gran santiago,256930.30
1947,SNMRT,SNMRTW2,-33.008111110000002,-71.550611111099997,-33.007698318700001,-71.549258692400002,gran valparaiso,2347607.76
6600,MEBUS,MEBUSTZ,-33.442787000000003,-70.631630000000001,-33.442787000000003,-70.631630000000001,gran santiago,73707.51
1535,VVHEF,VVHEFL0,-39.286130000000000,-72.240089999999995,-39.286130000000000,-72.240089999999995,villarrica,12048894.51
524,HBSTB,HBSTBU2,-29.963519000000002,-71.250269000000003,-29.963116693000000,-71.250269000000003,gran la serena,3218191.61
6510,HAPO3,HAPO3U3,-33.423032999999997,-70.542026000000007,-33.422992248400000,-70.541749093299998,gran santiago,428520.82
2031,SNPA2,SNPA2W4,-33.414166999999999,-70.580832999999998,-33.414388222900001,-70.582336058799996,gran santiago,141418.80
2028,TAPAU,TAPAUBB,-33.402961110000000,-70.577308333299996,-33.402894099699999,-70.577305530199993,gran santiago,33633.41
6164,SANT4,SANT4U9,-33.540278000000001,-70.634721999999996,-33.540613255799997,-70.635418681499999,gran santiago,835234.55
379,EASYQ,EASYQAB,-33.477919440000001,-70.578986111099994,-33.478024229799999,-70.578273613299999,gran santiago,498149.24
404,LOMIA,LOMIAL0,-34.193689999999997,-70.887479999999996,-34.193689999999997,-70.887479999999996,lo miranda,33711377.54
528,EOLIF,EOLIF6X,-33.397086999999999,-70.686065999999997,-33.396096512400000,-70.686275190000003,gran santiago,1102442.54
3781,CMACH,CMACHL0,-34.175045500000003,-70.690596099999993,-34.175045500000003,-70.690596099999993,gran rancagua,6562983.19
2552,MELAR,MELAREZ,-33.457347800000001,-70.705787599999994,-33.457346629800000,-70.705867956299997,gran santiago,67552.36
4066,ARLF2,ARLF2C,-33.022568000000000,-71.558753999999993,-33.023070883700001,-71.559792844200004,gran valparaiso,144201.18
1902,COQHE,COQHEU1,-29.989583000000000,-71.361861000000005,-29.989065804100001,-71.361149355500004,gran la serena,15573141.36
4359,PNOG1,PNOG1U9,-33.296101000000000,-70.733902000000000,-33.297307920999998,-70.733902000000000,gran santiago,7553555.55
4582,IPLOC,IPLOCU3,-31.632100000000001,-71.167199999999994,-31.631712103100000,-71.167742938200007,illapel,3206895.37
26488,COSN2,COSN2U2,-33.430700000000002,-70.656813999999997,-33.430717354099997,-70.656736393800003,gran santiago,189977.25
11928,MSRNF,MSRNFU7,-29.908916000000001,-71.255600000000001,-29.908916000000001,-71.255600000000001,gran la serena,370174.60
3027,VALVF,VALVF6Y,-34.983499999999999,-71.255474000000007,-34.983709579600003,-71.254023294199996,curico,4707055.60
1088,MATTA,MATTAU7,-33.454881000000000,-70.626636000000005,-33.453879059800002,-70.626530935500000,gran santiago,206853.11
1176,REIG1,REIG1L0,-33.446800000000003,-70.552700000000002,-33.446800000000003,-70.552700000000002,gran santiago,593315.38
10313,GOREF,GOREFU1,-33.444290000000002,-70.700180000000003,-33.443083078999997,-70.700180000000003,gran santiago,755538.50
19169,PEGAN,PEGANU2,-33.452044000000001,-70.571224999999998,-33.452352185000002,-70.570915058599994,gran santiago,178510.49
5915,SANT3,SANT3U7,-33.419417000000003,-70.534028000000006,-33.419081744200000,-70.533332295199997,gran santiago,641326.63
8972,CECH2,CECH2L0,-33.595281000000000,-70.730558000000002,-33.595281000000000,-70.730558000000002,gran santiago,2167412.03
1820,RSBRB,RSBRBU3,-32.972305599999999,-71.521141700000001,-32.972113485300000,-71.522440412799995,gran valparaiso,2300386.08
4170,MEREP,MEREPU1,-33.448208999999999,-70.669092000000006,-33.448208999999999,-70.669092000000006,gran santiago,164908.00
11459,CECH1,CECH1L0,-33.595277777800000,-70.730944444399995,-33.595277777800000,-70.730944444399995,gran santiago,6775963.91
4509,RVALF,RVALFU7,-33.050111110000003,-71.328361111099994,-33.049534225499997,-71.327378198800005,gran valparaiso,8735411.13
16211,GARCI,GARCIAA,-37.467500000000001,-72.350750000000005,-37.467500000000001,-72.350412082399998,los angeles,217260.64
7182,M1NEX,M1NEXU2,-33.037115000000000,-71.526956999999996,-33.037811816199998,-71.527436901900003,gran valparaiso,766170.99
517,QSCG1,QSCG1U2,-33.398991000000002,-71.694823999999997,-33.399165649700002,-71.693637582500003,el quisco,1478644.04
2115,SAPLO,SAPLOU1,-33.444186999999999,-70.720938000000004,-33.443382386000003,-70.720938000000004,gran santiago,332050.54
6059,IQQF2,IQQF2U9,-20.235119439999998,-70.136280555599996,-20.234420596600000,-70.135933245499999,gran iquique,955718.07
880,PCOUF,PCOUFU9,-33.499175999999999,-70.569214000000002,-33.499175999999999,-70.570018073200004,gran santiago,1748594.39
1363,LAMEF,LAMEF8X,-33.356900000000003,-70.727380555600007,-33.356122802599998,-70.727629875700003,gran santiago,1082353.64
17499,ILLOR,ILLORU7,-31.629221999999999,-71.155028000000001,-31.628920269799998,-71.154414218200003,illapel,82259493.62
902,ACAPF,ACAPFU1,-33.014668000000000,-71.556274000000002,-33.014033427000001,-71.555193231999993,gran valparaiso,2397184.95
1174,GRABF,GRABFU7,-33.483466659999998,-70.528858333299993,-33.482690866100000,-70.527749823799994,gran santiago,1367934.12
5439,LOGAL,LOGALU7,-36.796361099999999,-73.040416699999994,-36.795766807400000,-73.040285839600003,gran concepcion,1894150.01
18649,APUF2,APUF2U7,-33.409903999999997,-70.567454999999995,-33.409903999999997,-70.567454999999995,gran santiago,157644.32
0,ASURO,ASURO9X,-32.846077000000001,-70.598663000000002,-32.844942865299998,-70.598171664500001,los andes,1917928.90
522,AHALF,AHALF2A,-33.443511000000001,-70.650592000000003,-33.443162591899998,-70.650350933900000,gran santiago,17069.60
3284,VACEF,VACEF10,-28.576570000000000,-70.758842000000001,-28.576570000000000,-70.758842000000001,vallenar,3307266.67
4782,CRYC1,CRYC1C,-33.431300999999998,-70.570801000000003,-33.431644992700001,-70.571933489900005,gran santiago,288476.57
1801,VALT2,VALT2U8,-33.029219439999999,-71.558919444400004,-33.030225207500003,-71.558919444400004,gran valparaiso,536581.04
20816,SEPRE,SEPRES7,-33.442210000000003,-70.652789999999996,-33.442210000000003,-70.652789999999996,gran santiago,9754.69
235,SFESO,SFESOW3,-34.594540000000002,-70.981530000000006,-34.594815194200002,-70.982448490099998,san fernando,4403197.69
1708,BOTC2,BOTC2B,-33.507587000000001,-70.568199000000007,-33.508089883700002,-70.567154370599994,gran santiago,1049664.55
3209,MAULF,MAULF6A,-35.525060000000003,-71.704930000000004,-35.524657693000002,-71.704073819100003,talca,35011708.56
10546,SANAU,SANAUU3,-33.570999999999998,-71.600333000000006,-33.570453079099998,-71.600639086699999,gran san antonio,4245790.95
4492,MEROZ,MEROZOZ,-33.470314000000002,-70.656302999999994,-33.470582204700001,-70.656302999999994,gran santiago,274250.39
5058,NLYON,NLYONBC,-33.421374999999998,-70.612533299999996,-33.421805996600000,-70.613148706399997,gran santiago,112052.42
1796,7COMF,7COMFW2,-39.831484699999997,-73.242569700000004,-39.832292338300000,-73.241067690500003,valdivia,1944624.43
0,IBNMC,IBNMC,-33.415680000000002,-70.591949999999997,-33.415680000000002,-70.591949999999997,gran santiago,17269.07
287,DRPTA,DRPTAU7,-53.165942000000001,-70.906313999999995,-53.165942000000001,-70.906313999999995,punta arenas,64474184.48
1362,MARTC,MARTCW2,-33.395910999999998,-70.741118999999998,-33.396169598000000,-70.740749865100000,gran santiago,1757239.17
705,OCMEJ,OCMEJW7,-23.100027999999998,-70.447666999999996,-23.100027999999998,-70.446938041400003,mejillones,235160102.42
216,RIVSF,RIVSFL0,-33.479889999999997,-70.633409999999998,-33.479889999999997,-70.633409999999998,gran santiago,1020838.33
7908,LUCIF,LUCIFU7,-33.439399999999999,-70.644300000000001,-33.439109659899998,-70.644099120999996,gran santiago,34731.97
2222,TALG1,TALG1A,-25.421178000000001,-70.425810999999996,-25.420657376400001,-70.427962279200003,taltal,39373604088.23
493,HOYTF,HOYTFU1,-33.440469000000000,-70.648166000000003,-33.440153962600000,-70.648028589000006,gran santiago,15323.43
19508,IJSUD,IJSUDAA,-33.436208329999999,-70.609427777799993,-33.436208329999999,-70.609427777799993,gran santiago,121140.83
7543,LCARR,LCARRU1,-36.820500000000003,-73.043277799999998,-36.819919319900002,-73.043696596000004,gran concepcion,518164.59
9927,ECOR1,ECOR1L0,-33.436920000000001,-70.632739999999998,-33.436920000000001,-70.632739999999998,gran santiago,3626.61
922,CSRC1,CSRC1B,-33.414005549999999,-70.611416666200000,-33.414031232100001,-70.611390849100005,gran santiago,231773.72
959,SCLC2,SCLC2U3,-36.422572219999999,-71.958616666699996,-36.423231321199999,-71.959190215199996,san carlos,30626930.73
1666,HALG2,HALG2U8,-33.379767999999999,-71.670956000000004,-33.379837859900000,-71.670481538499999,el quisco,5968433.33
19740,OFNF2,OFNF2A,-33.454774999999998,-70.601591666700003,-33.454774999999998,-70.601591666700003,gran santiago,177535.54
2283,CAPOF,CAPOF9A,-32.784894000000001,-71.216977000000000,-32.784894000000001,-71.215541401699994,gran quillota,17634805.63
1822,BIBVI,BIBVIA,-33.020139000000000,-71.549389000000005,-33.020139000000000,-71.548189485899996,gran valparaiso,348566.34
365,FLLCA,FLLCAU7,-33.429760000000002,-70.577190000000002,-33.429190065100002,-70.577190000000002,gran santiago,418629.82
3705,MRIEF,MRIEFU7,-33.384193000000003,-70.622780000000006,-33.384193000000003,-70.622780000000006,gran santiago,440268.16
27536,HBOM1,HBOM1L0,-33.496630000000003,-70.595792000000003,-33.496630000000003,-70.595792000000003,gran santiago,157736.44
1033,VIGAF,VIGAFU9,-33.578859999999999,-70.576840000000004,-33.578859999999999,-70.578288666700004,gran santiago,1667576.83
262,SFMOF,SFMOFL0,-33.981241660000002,-70.713069444400006,-33.981241660000002,-70.713069444400006,san francisco de mostazal,70917824.24
2924,LANCO,LANCOU9,-33.576203999999997,-70.691518000000002,-33.576634996599999,-70.692134507999995,gran santiago,1605971.41
2662,ALBAC,ALBACU8,-33.307099999999998,-70.672300000000007,-33.306549611599998,-70.670490619899994,gran santiago,8845088.63
8215,WATTS,WATTSU2,-33.547260000000001,-70.701759999999993,-33.548016089800001,-70.701429802500002,gran santiago,1099555.12
1711,VIDOM,VIDOM9Y,-34.127468000000000,-70.732140000000001,-34.128674920999998,-70.732140000000001,gran rancagua,26155951.81
1092,RAMOT,RAMOTU2,-33.391559999999998,-70.651610000000005,-33.392176370100003,-70.650990546599999,gran santiago,857935.54
0,SFHER,SFHER,-32.757500000000000,-70.732864000000006,-32.757500000000000,-70.732864000000006,san felipe,7363388.65
3153,PUENE,PUENEU1,-33.053849999999997,-71.644700000000000,-33.054113727800001,-71.643835499500000,gran valparaiso,3608379.58
4535,VEMQU,VEMQUW2,-32.856926999999999,-71.232686000000001,-32.857239374099997,-71.231298188799997,gran quillota,26482483.95
2403,TPESO,TPESOL0,-33.531075000000001,-70.686840000000004,-33.531075000000001,-70.686840000000004,gran santiago,1396835.96
2691,RTPF2,RTPF2U7,-29.947191660000001,-71.292400000000001,-29.946622712000000,-71.291743388300006,gran la serena,3463822.51
3028,MESNA,MESNAAZ,-33.438293000000002,-70.659897000000001,-33.438293000000002,-70.659897000000001,gran santiago,38727.27
48,VORIF,VORIFU2,-39.852969399999999,-73.193969400000000,-39.853765544700003,-73.194839609599995,valdivia,26729855.52
2446,AMUF2,AMUF2B,-33.439194000000001,-70.656097000000003,-33.440139112300002,-70.655684766999997,gran santiago,44194.24
1353,FRANF,FRANFU9,-33.047404999999998,-71.615402000000003,-33.047879096199999,-71.616076058299996,gran valparaiso,338775.85
9773,PETEO,PETEOU3,-33.611519999999999,-70.901420000000002,-33.610648979799997,-70.902023833599998,gran santiago,19241946.89
1787,FELHU,FELHUU1,-33.390250000000002,-70.560339999999997,-33.389244232499998,-70.560339999999997,gran santiago,389217.50
10458,VESCF,VESCFL0,-33.337896000000001,-70.492463000000001,-33.337896000000001,-70.492463000000001,gran santiago,3879522.03
2275,COIND,COINDU8,-29.990290000000002,-71.265180000000001,-29.991077593600000,-71.264849022600004,gran la serena,7828610.26
19405,GOCUF,GOCUF9A,-33.415698999999996,-70.592010999999999,-33.415785334799999,-70.591838859299997,gran santiago,9166.44
1352,CLMPF,CLMPF9C,-22.458389000000000,-68.940360999999996,-22.459159462599999,-68.941060554600000,calama,1468034.75
212,GUACO,GUACOU1,-29.883827000000000,-71.229870000000005,-29.883223539500001,-71.229870000000005,gran la serena,494094.78
652,BOMRA,BOMRAU9,-34.171194000000000,-70.742138999999995,-34.171537992700003,-70.743281323299996,gran rancagua,130721.14
0,COEPO,COEPO,-36.492429999999999,-72.720245000000006,-36.492429999999999,-72.720245000000006,coelemu,35412678.02
805,CHISU,CHISUU7,-36.627583000000001,-72.113190000000003,-36.626711979800000,-72.113816615600001,gran chillan,24961012.86
525,VIVC1,VIVC1U7,-33.416422200000000,-70.666269400000004,-33.415540095200001,-70.666654041699999,gran santiago,936526.25
3492,VILUF,VILUFL0,-36.784340000000000,-73.020020000000002,-36.784340000000000,-73.020020000000002,gran concepcion,8033909.05
3665,ESCBE,ESCBEW1,-33.388309000000000,-70.595506999999998,-33.387878003399997,-70.594891833899993,gran santiago,596726.74
4677,PEFO2,PEFO2U7,-33.340460000000000,-70.674350000000004,-33.340460000000000,-70.673988827800002,gran santiago,5031095.34
1493,DCOCF,DCOCFW3,-33.446800000000003,-70.658400000000000,-33.447338745700002,-70.659169484299994,gran santiago,65103.80
11861,HPCH3,HPCH3U1,-34.393200000000000,-72.007249999999999,-34.393029977700003,-72.006808141299999,pichilemu,6076663.41
6083,ARRYF,ARRYF6A,-33.335506000000002,-70.483849000000006,-33.335031876700000,-70.483281508100006,gran santiago,20996433.77
4358,ELBOU,ELBOUU3,-33.028528000000001,-71.239110999999994,-33.029902548899997,-71.239110999999994,limache,15953545.22
5456,EDSOF,EDSOFU3,-33.470239999999997,-70.748900000000006,-33.470005719400000,-70.749948158300001,gran santiago,1040581.65
2764,IQUIP,IQUIPU1,-20.223189999999999,-70.146420000000006,-20.222622932600000,-70.146200045599997,gran iquique,259942.45
2337,HAPO8,HAPO8U1,-33.407246000000001,-70.529545999999996,-33.407246000000001,-70.529264872499994,gran santiago,153087.60
6063,AVREN,AVRENU3,-23.615810000000000,-70.383349999999993,-23.615480449400000,-70.383601844699996,antofagasta,660037.48
5321,SALCE,SALCEW3,-31.783400000000000,-70.968400000000003,-31.782732265800000,-70.969059131300000,salamanca,254811460.41
641,LOCLB,LOCLBU1,-33.497028000000000,-70.682418999999996,-33.496037512400001,-70.682209568800005,gran santiago,1209308.35
4874,BENID,BENIDU8,-33.014780000000002,-71.540689999999998,-33.014977936299999,-71.539351282100000,gran valparaiso,431197.96
1335,HLFL1,HLFL1U7,-33.487783999999998,-70.606238000000005,-33.487381693000003,-70.606238000000005,gran santiago,572999.59
1555,COBAF,COBAF8A,-33.438527770000000,-70.652372222200000,-33.438192514199997,-70.652372222200000,gran santiago,19137.98
3224,R9ENE,R9ENEU1,-53.113650999999997,-70.878296000000006,-53.112768895199999,-70.878830884099997,punta arenas,9121106.78
947,AVLCL,AVLCLU8,-33.397934999999997,-70.642375000000001,-33.398127294799998,-70.642046054299996,gran santiago,583449.81
11334,HCRN2,HCRN2U9,-36.994796000000001,-73.149421000000004,-36.994399805000000,-73.149333532399993,gran concepcion,15260680.99
4077,PUAC1,PUAC1Z,-33.606250000000003,-70.576970000000003,-33.606343146500002,-70.577604272399995,gran santiago,536182.97
7366,INTSA,INTSAU2,-33.593888999999997,-71.613693999999995,-33.594643325600003,-71.612125485400000,gran san antonio,3003975.07
2946,FOREF,FOREF9X,-33.038686100000000,-71.540791700000000,-33.038987830200000,-71.540168280900005,gran valparaiso,1462117.30
3022,HSFC3,HSFC3U2,-33.380147000000001,-70.512988000000007,-33.379943762000003,-70.513128519600002,gran santiago,860357.82
2607,CUMF2,CUMF2A,-33.440604999999998,-70.667991999999998,-33.439431604600003,-70.667991999999998,gran santiago,132856.61
5157,MONG1,MONG1W1,-33.677624999999999,-70.999925000000005,-33.676301842800001,-70.999346293700000,el monte,8147277.21
14517,PAL4F,PAL4F8A,-33.609686109999998,-70.575552777799999,-33.609686109999998,-70.575552777799999,gran santiago,257519.69
1431,BBVAF,BBVAF6A,-39.823090000000001,-73.239789999999999,-39.821983655799997,-73.239789999999999,valdivia,732779.15
6111,ENUCL,ENUCLW3,-33.426867000000001,-70.529970000000006,-33.428073920999999,-70.529970000000006,gran santiago,1285651.72
3576,FISAB,FISABU1,-33.535499999999999,-70.744698000000000,-33.534554887699997,-70.744285317399999,gran santiago,2831164.74
5950,MANAG,MANAGU7,-53.141838999999997,-70.954564000000005,-53.141082910199998,-70.954105225800006,punta arenas,12729641.88
2498,INA2U,INA2UU3,-33.494599999999998,-70.662739999999999,-33.495002307000000,-70.663575577100005,gran santiago,802390.46
569,FAGRF,FAGRFW2,-29.904969999999999,-71.262090000000001,-29.905546884500001,-71.261139572700003,gran la serena,1654859.37
9519,SVOHG,SVOHGU8,-34.437089999999998,-71.082769999999996,-34.437089999999998,-71.081306617799996,san vicente de taguatagua,15502511.58
10653,PAPJA,PAPJAU3,-23.552430550000000,-70.390369444399994,-23.552118175899999,-70.391641179999993,antofagasta,14544470.93
2556,ERULO,ERULOU1,-33.565894000000000,-70.538611000000003,-33.565570752600003,-70.538148678200002,gran santiago,2948645.24
6737,CRULL,CRULLU9,-18.398520000000001,-70.300340000000006,-18.399906682699999,-70.300082316800001,arica,41129576.93
8399,MCOHF,MCOHF9A,-29.903140000000000,-71.248230000000007,-29.903137078099999,-71.248191472900004,gran la serena,45746.53
1426,MEMAM,MEMAMU3,-33.428842000000003,-70.619356999999994,-33.428842000000003,-70.619356999999994,gran santiago,16793.75
9626,ALORI,ALORIU7,-41.395860999999996,-72.883139000000000,-41.395756210199998,-72.883931220999997,gran puerto montt,20508506.03
10258,PUNUC,PUNUCU8,-39.766388999999997,-73.275221999999999,-39.766870589800000,-73.273500603900004,valdivia,229593031.91
6,BAQEF,BAQEFU2,-45.584186600000002,-72.032565500000004,-45.584186600000002,-72.030793080300000,coyhaique,86108171.89
877,PLASO,PLASOB,-33.038707000000002,-71.628400999999997,-33.039301292600001,-71.628275996799999,gran valparaiso,255582.73
1682,CARPA,CARPAL0,-33.442411000000000,-70.511332999999993,-33.442411000000000,-70.511332999999993,gran santiago,40282730.40
3138,MANNE,MANNEU2,-33.399400000000000,-70.569900000000004,-33.400317313999999,-70.566881116299996,gran santiago,290521.18
7960,CUEEC,CUEECU9,-34.986778000000001,-71.221861000000004,-34.987510694199997,-71.222926806700002,curico,3237859.56
5770,HQUI1,HQUI1U2,-33.393058000000003,-71.694096000000002,-33.393259153499997,-71.694513298800004,el quisco,1944560.91
8779,PAINE,PAINEU3,-33.803100000000001,-70.755600000000001,-33.802997731900000,-70.757006730499995,gran santiago,7394095.70
15893,MININ,MININU7,-33.443103999999998,-70.653825999999995,-33.443103999999998,-70.653825999999995,gran santiago,6125.81
337,CALTO,CALTOW1,-32.933580599999999,-71.526138900000007,-32.932804806100002,-71.525037332599993,gran valparaiso,1122841.38
4980,15NTF,15NTF5X,-33.008852769999997,-71.546813888900004,-33.007444695499998,-71.546813888900004,gran valparaiso,33023.82
2969,CHUF2,CHUF2C,-33.291328000000000,-70.656464000000000,-33.290477398900002,-70.656834372000006,gran santiago,11737022.04
88,NEVIN,NEVINU3,-27.388750450000000,-70.313908609999999,-27.388120375100002,-70.314166888800003,copiapo,4201049.53
31,MLNF3,MLNF3L0,-35.113669999999999,-71.278599999999997,-35.113669999999999,-71.278599999999997,molina,112005927.05
762,5ANUE,5ANUEU1,-33.458019999999998,-70.687399999999997,-33.458212114699997,-70.686094052700000,gran santiago,141084.42
251,CAREF,CAREF8Y,-41.749394440000003,-73.710536111099998,-41.750170233900000,-73.709296853100000,maullin,366805082.89
1845,PBADF,PBADF9B,-23.583805000000002,-70.380775000000000,-23.584257595400000,-70.379919635500002,antofagasta,1142337.27
15094,MKENF,MKENF9A,-33.399940000000001,-70.577240000000003,-33.399940000000001,-70.577240000000003,gran santiago,40207.03
12714,MEFSF,MEFSF9A,-33.417937999999999,-70.594063000000006,-33.417937999999999,-70.594063000000006,gran santiago,31500.97
771,MALGA,MALGAU3,-27.414890000000000,-70.277609999999996,-27.414660671499998,-70.278319785500003,copiapo,22076277.30
391,ACHC1,ACHC1W3,-33.506300000000003,-70.764499999999998,-33.506802883699997,-70.765544613800003,gran santiago,1215473.90
909,OSSC2,OSSC2W2,-33.058486109999997,-71.581675000000004,-33.058314113599998,-71.581111168400000,gran valparaiso,1727669.57
3255,MLNCF,MLNCFU3,-35.852375000000002,-71.608958000000001,-35.853145462599997,-71.609755628900004,linares,5027226.51
1969,PUSF2,PUSF2U7,-33.436281999999999,-70.651275999999996,-33.435410334799997,-70.651275999999996,gran santiago,17503.65
