field_1,Antenas,Nombres,Lat,Long,CentroLat,CentroLong,MINVU,Area
25135,MEDAF,MEDAFAA,-33.405490000000000,-70.576419999999999,-33.405322372100002,-70.576419999999999,gran santiago,107158.06
3604,OCHAL,OCHALU9,-33.554740000000002,-70.697710000000001,-33.554043183799998,-70.698192750100006,gran santiago,1808417.27
2826,CHAPV,CHAPVU7,-53.120694000000000,-70.878444000000002,-53.120306103099999,-70.879214286999996,punta arenas,988982.89
1808,PEDWF,PEDWF6A,-33.439633329999999,-70.651600000000002,-33.439633329999999,-70.651600000000002,gran santiago,4107.97
2467,VSPON,VSPONAC,-39.852162999999997,-73.257070999999996,-39.853186503899998,-73.257306083900005,valdivia,58522647.73
403,NVSMT,NVSMTU1,-33.440550000000002,-70.658559999999994,-33.439890898800002,-70.658006941500005,gran santiago,86259.14
938,MIAUS,MIAUSU2,-33.039332999999999,-71.569417000000001,-33.039768510099996,-71.569117054700001,gran valparaiso,1054983.03
98,SANTI,SANTIW3,-29.939900000000002,-71.248371100000000,-29.940361507599999,-71.249131707800004,gran la serena,1054295.72
5882,OSSAF,OSSAFU8,-33.070644440000002,-71.576813888900006,-33.071247900499998,-71.575566593700003,gran valparaiso,4001123.93
1073,VICTS,VICTSW2,-38.247194000000000,-72.330556000000001,-38.247814223299997,-72.329188111600004,victoria,77228515.16
6520,HGMI1,HGMI1U1,-33.562500000000000,-70.602221999999998,-33.562097692999998,-70.602221999999998,gran santiago,1361458.89
6923,MACHN,MACHNU7,-34.161833000000001,-70.652139000000005,-34.160424925500003,-70.652139000000005,gran rancagua,32038469.20
8649,AAMAC,AAMACU1,-33.456524000000002,-70.615863000000004,-33.456524000000002,-70.615863000000004,gran santiago,197154.29
55,LUISA,LUISAA,-33.341488880000000,-70.743377777700005,-33.340701286399998,-70.743720912399993,gran santiago,2767156.96
413,FOTF2,FOTF2L0,-33.426020999999999,-70.612337999999994,-33.426020999999999,-70.612337999999994,gran santiago,29424.54
16724,AHHF2,AHHF2A,-33.441676999999999,-70.650558000000004,-33.442052585900001,-70.650730778500005,gran santiago,3820.60
743,CTJG1,CTJG1U3,-33.366596000000001,-70.695594999999997,-33.365517352399998,-70.696678711199993,gran santiago,792095.82
4165,LIGUF,LIGUF6Z,-32.452598999999999,-71.229797000000005,-32.451410414900003,-71.230045362200002,la ligua,12097274.75
1230,MELOR,MELORU7,-33.462456000000003,-70.573791999999997,-33.462456000000003,-70.573791999999997,gran santiago,406827.93
1017,ACYF2,ACYF2U3,-33.246152770000002,-70.698588888399996,-33.246928563899999,-70.699694398299997,gran santiago,8523646.13
5097,CCPEN,CCPENW3,-36.805360000000000,-73.027687000000000,-36.805790996600003,-73.028328514199998,gran concepcion,3804113.79
878,HLIG1,HLIG1U2,-33.399715000000000,-71.673691000000005,-33.399365700600001,-71.671318159600006,el quisco,7004232.40
2272,CAUQF,CAUQFU2,-35.954777000000000,-72.299164000000005,-35.955855647600004,-72.300282130699998,cauquenes,402012309.40
2043,MTAJF,MTAJF8B,-33.416660999999998,-70.604415000000003,-33.416862153499999,-70.604832412199997,gran santiago,39032.53
10808,PRALF,PRALF6C,-33.454450000000001,-70.710269999999994,-33.455528647599998,-70.711354834800005,gran santiago,688931.88
3991,SMSRF,SMSRF9C,-35.841529999999999,-71.599469999999997,-35.841926718700002,-71.600519504800005,linares,1438277.69
19208,CAVIF,CAVIFU1,-33.018903000000002,-71.560468999999998,-33.018903000000002,-71.560468999999998,gran valparaiso,1322089.88
2748,ANDLU,ANDLUU7,-36.861633329999997,-73.090944444399994,-36.860837185299999,-73.090109487500001,gran concepcion,11643307.94
2192,ABZC2,ABZC2U3,-33.543998999999999,-70.777901000000000,-33.544342992700003,-70.779034964499999,gran santiago,1240718.48
3516,MESIB,MESIBOX,-33.445903999999999,-70.572036999999995,-33.445903999999999,-70.572036999999995,gran santiago,56410.88
751,PVSG1,PVSG1U1,-33.516998000000001,-70.595596000000000,-33.515992232499997,-70.595596000000000,gran santiago,593451.99
5326,MECEM,MECEMU7,-33.413817999999999,-70.643638999999993,-33.413817999999999,-70.643638999999993,gran santiago,567716.92
5394,QESIN,QESINAB,-43.113197220000004,-73.575369444399996,-43.114605294500002,-73.575369444399996,quellon,1490327797.37
2574,HATFF,HATFF6B,-23.659589000000000,-70.402576999999994,-23.660442421999999,-70.401645255399998,antofagasta,2819571.57
773,HBSSR,HBSSRU3,-29.956540000000000,-71.219305000000006,-29.956231814999999,-71.219006528400001,gran la serena,14758301.51
5538,MEMAN,MEMANU8,-33.409080000000003,-70.567869999999999,-33.409080000000003,-70.567869999999999,gran santiago,22696.75
4247,SMAQF,SMAQFU8,-33.370175000000003,-70.579421999999994,-33.370426441900001,-70.578900513400001,gran santiago,1985368.71
1685,WSMTF,WSMTFU9,-33.408900000000003,-70.567909999999998,-33.409542052200003,-70.568555392899995,gran santiago,45767.48
2407,MAUG1,MAUG1B,-41.629390000000001,-73.596209999999999,-41.630682989800000,-73.594148402900004,maullin,383934304.18
279,MENOR,MENORU9,-33.440282000000003,-70.680357000000001,-33.440282000000003,-70.680357000000001,gran santiago,362988.99
2904,SSEBF,SSEBFW7,-33.525691999999999,-71.598579000000001,-33.525169387900000,-71.598940941699993,gran san antonio,7014102.28
1032,ORMF2,ORMF2L0,-37.460450000000002,-72.362813888900007,-37.460450000000002,-72.362813888900007,los angeles,2727069.35
35,EESF2,EESF2U9,-33.415698999999996,-70.575294000000000,-33.416323945000002,-70.576186282899997,gran santiago,292743.74
3693,CASCF,CASCFU8,-42.474271299999998,-73.773241299999995,-42.474788495900000,-73.772405628399994,castro,2233238.39
862,BARAF,BARAF6A,-33.611415999999998,-70.705405999999996,-33.610092842800000,-70.704827738600002,gran santiago,960013.10
11268,PAAND,PAANDU1,-33.404803000000001,-70.574742000000001,-33.404803000000001,-70.574742000000001,gran santiago,6149.59
1928,COCE2,COCE2AC,-33.418277770000003,-70.606391666700006,-33.418277770000003,-70.606391666700006,gran santiago,11907.78
954,DGAC1,DGAC1B,-33.441398999999997,-70.617690999999994,-33.442002460499999,-70.616438400500002,gran santiago,204880.26
2731,SEREN,SERENU1,-29.955159999999999,-71.265469400000001,-29.954609485199999,-71.265299147899995,gran la serena,729560.57
16256,MBLNF,MBLNF9A,-33.425517999999997,-70.611176000000000,-33.425692204000001,-70.611296508799995,gran santiago,26258.85
1479,FLBAF,FLBAFU8,-33.434010000000001,-70.539980000000000,-33.434285194200001,-70.539073980500007,gran santiago,724637.60
78,PARTF,PARTF6B,-33.432667000000002,-70.647987000000001,-33.433203409299999,-70.646873691099998,gran santiago,104087.64
6344,EPORF,EPORF6C,-29.910805000000000,-71.250809000000004,-29.909859887700001,-71.251205848599994,gran la serena,374058.04
3065,DSCG1,DSCG1L0,-33.462850000000003,-70.764889999999994,-33.462850000000003,-70.764889999999994,gran santiago,2862577.54
22328,MBORG,MBORGAB,-33.429000000000002,-70.618861100000004,-33.429011687799999,-70.619021173099995,gran santiago,28361.82
920,MEKIS,MEKISW3,-34.149793799999998,-70.748443600000002,-34.151116957200003,-70.747861660400005,gran rancagua,2575844.91
1028,GIMNF,GIMNF8B,-33.502800000000001,-70.742446999999999,-33.503376884500000,-70.741458964700001,gran santiago,886063.15
6504,EPARF,EPARFU3,-33.531253999999997,-70.645004000000000,-33.531756883699998,-70.646048915199998,gran santiago,846108.42
4319,LSANF,LSANF6A,-36.792783300000004,-73.047866700000000,-36.792611303599998,-73.047276601299998,gran concepcion,1289888.77
510,MBCSF,MBCSF8A,-29.899830000000001,-71.247642999999997,-29.899042406400000,-71.247312328700005,gran la serena,135131.26
2368,VBUSF,VBUSF8C,-33.507150000000003,-70.645129999999995,-33.507448127000004,-70.646112350099997,gran santiago,1141722.42
5247,LIBEB,LIBEBU3,-33.427529000000000,-70.680753999999993,-33.427931307000001,-70.681588930900006,gran santiago,667563.07
1005,HCHI1,HCHI1U2,-33.491258999999999,-70.651331999999996,-33.490856692999998,-70.651331999999996,gran santiago,211996.14
3972,LOBOF,LOBOFU7,-33.384377000000001,-70.758529999999993,-33.383371232499996,-70.758529999999993,gran santiago,1955676.60
7250,MUNEB,MUNEBU7,-33.555680000000002,-70.668090000000007,-33.554734887700000,-70.668502778999994,gran santiago,887994.10
4402,CGDG1,CGDG1Z,-29.939188880000000,-71.223016666700005,-29.939305313100000,-71.222254654599993,gran la serena,4240789.17
24929,TOMEP,TOMEPAA,-36.617666999999997,-72.958139000000003,-36.617181251600002,-72.957976840000001,gran concepcion,16513513.92
6439,SANVF,SANVF9B,-36.722694400000002,-73.118522200000001,-36.723096707000003,-73.117652847499997,gran concepcion,1313421.17
838,MELME,MELMEU9,-33.602119000000002,-70.577194000000006,-33.602152016300003,-70.577187010399996,gran santiago,479784.50
77,CESQF,CESQFU9,-29.927894439999999,-71.274472222200004,-29.928963086500001,-71.274802626300001,gran la serena,1668672.95
8341,CERVF,CERVF6A,-33.435327770000001,-70.649966666699996,-33.434489630400002,-70.649966666699996,gran santiago,37372.27
471,SLCG1,SLCG1W1,-33.439430600000001,-70.647102799999999,-33.440141785000002,-70.646250532300002,gran santiago,5579.33
354,1CIAB,1CIABU3,-39.812188999999996,-73.245275000000007,-39.812136404999997,-73.246057615100000,valdivia,221385.26
4948,TEAHU,TEAHUU2,-33.439905000000003,-70.655517000000003,-33.440609037199998,-70.654055657399994,gran santiago,7241.88
3710,GBONF,GBONFL0,-33.453638888900002,-70.725861111100002,-33.453638888900002,-70.725861111100002,gran santiago,544361.94
4328,FRANU,FRANUU8,-33.472946999999998,-70.647980000000004,-33.473449883699999,-70.646935788400000,gran santiago,242077.25
2059,CHINQ,CHINQU2,-41.512940000000000,-73.041330000000002,-41.512718777099998,-73.039654514899993,gran puerto montt,36485255.30
9325,HRPEC,HRPECL0,-36.793118999999997,-73.070497000000003,-36.793118999999997,-73.070497000000003,gran concepcion,1626259.96
4675,MTSMF,MTSMFU1,-33.423144999999998,-70.622292000000002,-33.423144999999998,-70.622292000000002,gran santiago,469347.48
526,HPDV2,HPDV2U8,-33.448858330000000,-70.582308333699999,-33.448456084299998,-70.582299918800004,gran santiago,543124.87
1601,CMTF2,CMTF2L0,-32.929779000000003,-71.543723999999997,-32.929779000000003,-71.543723999999997,gran valparaiso,2919177.36
425,GDCF2,GDCF2U1,-53.148975000000000,-70.915000000000006,-53.148029887699998,-70.914426439500005,punta arenas,907110.07
1147,RMAPF,RMAPF6X,-33.505230599999997,-70.787241699999996,-33.504359579800003,-70.786638608999993,gran santiago,3109696.14
182,OCPUC,OCPUCW1,-39.274712999999998,-71.974452999999997,-39.274344218600000,-71.973627875899993,pucon,249636.96
7431,CAESF,CAESFU1,-32.736167000000002,-70.706610999999995,-32.735341593699999,-70.706437978899999,san felipe,20286606.37
1467,VCANF,VCANFL0,-36.830620000000003,-73.115170000000006,-36.830620000000003,-73.115170000000006,gran concepcion,6338620.19
592,AVDM2,AVDM2U2,-29.911138999999999,-71.274089000000004,-29.911272898099998,-71.273212932800007,gran la serena,17836197.83
3231,CAHEN,CAHENW1,-33.417805999999999,-70.592611000000005,-33.416617414900003,-70.592359912700005,gran santiago,27793.47
2451,ACOTA,ACOTAU8,-36.769666999999998,-73.081417000000002,-36.770161325899998,-73.080984900100006,gran concepcion,3514314.29
6216,RIOLE,RIOLEU9,-38.777979999999999,-72.602840000000000,-38.778382307000001,-72.603733841799993,gran temuco,8909993.62
5919,BOSAF,BOSAFW1,-33.441200000000002,-70.651499999999999,-33.441299048799998,-70.651520929900002,gran santiago,5234.45
3678,FANC1,FANC1C,-33.456600000000002,-70.659996000000007,-33.457246494899998,-70.660919486699996,gran santiago,283259.70
3661,CIENF,CIENF9C,-33.442180550000003,-70.662450000000007,-33.442757434500002,-70.663437344399995,gran santiago,209263.32
1624,SRSC1,SRSC1A,-33.515994999999997,-70.639495999999994,-33.515265772100001,-70.639088144900001,gran santiago,1319171.45
60,NVDG1,NVDG1U3,-33.345196000000001,-70.522102000000004,-33.346186487600001,-70.522311070000001,gran santiago,847550.18
3753,JMARF,JMARFU7,-32.980305000000001,-71.529892000000004,-32.981889780200000,-71.529558875000006,gran valparaiso,1524382.06
2802,ARCOC,ARCOCU2,-37.246121000000002,-73.320036000000002,-37.246327395599998,-73.319323640299999,arauco,1134153.61
4047,HOSCA,HOSCAB,-42.484639000000001,-73.762234000000007,-42.485614919299998,-73.763344443999998,castro,44517596.50
986,RANOR,RANORU3,-40.579360999999999,-73.168000000000006,-40.579696255800002,-73.168764553900004,osorno,1268329.76
1150,CALLF,CALLFU8,-33.418017999999996,-70.591003000000001,-33.418192649700003,-70.589816322600001,gran santiago,70878.83
7464,MEPTF,MEPTF8A,-36.827278000000000,-73.052087999999998,-36.827064644499998,-73.051821454999995,gran concepcion,61378.75
2732,VALF2,VALF2W2,-39.815769000000003,-73.240296000000001,-39.816250589799999,-73.238573367699999,valdivia,390202.46
817,VALLC,VALLCW1,-28.566719400000000,-70.763330600000003,-28.566859119800000,-70.762428372499997,vallenar,9878488.42
14013,HQLL1,HQLL1U7,-32.879083000000001,-71.260306000000000,-32.878680693000000,-71.260306000000000,gran quillota,1902908.61
2174,REALT,REALTL0,-32.997824999999999,-71.485191999999998,-32.997824999999999,-71.485191999999998,gran valparaiso,11524364.62
289,LUISZ,LUISZU3,-33.411901000000000,-70.573020999999997,-33.412244992700003,-70.574153236800001,gran santiago,142516.96
6313,QISUR,QISURU9,-33.412222000000000,-71.679889000000003,-33.411316907200003,-71.681181197300006,el quisco,4989543.34
143,PERAL,PERALL0,-36.758440000000000,-73.086560000000006,-36.758440000000000,-73.086560000000006,gran concepcion,7275598.13
5008,PUANO,PUANOU9,-53.137860000000003,-70.888639999999995,-53.137790140100002,-70.889300443200000,punta arenas,1171595.71
1921,ERRMV,ERRMVU3,-33.043750000000003,-71.619416999999999,-33.043435630600001,-71.621543885600005,gran valparaiso,735288.19
1449,CCHLF,CCHLF6X,-23.629564700000000,-70.386194099999997,-23.629312438700001,-70.385437590199999,antofagasta,640633.39
1310,MAGAF,MAGAF8C,-33.548400999999998,-70.577079999999995,-33.548575649699998,-70.578268464999994,gran santiago,1314128.61
5199,EGOLF,EGOLFU3,-33.412067000000000,-70.593553000000000,-33.412823089800000,-70.593882682599997,gran santiago,246654.65
1127,BOTAS,BOTASU8,-33.527420999999997,-70.711584000000002,-33.527420999999997,-70.711584000000002,gran santiago,1498270.46
3581,USTOF,USTOF6Z,-33.449843999999999,-70.660697999999996,-33.450705993200003,-70.661929222699996,gran santiago,152853.27
9174,CAUPO,CAUPOU8,-33.335599000000002,-70.695831999999996,-33.336259325100002,-70.695692635900002,gran santiago,3513210.21
7103,LBCAL,LBCALU9,-29.929722000000002,-71.257166999999995,-29.929859597099998,-71.257603220700005,gran la serena,1181281.80
2442,MOAF2,MOAF2U7,-33.441116659999999,-70.653538888900002,-33.441572427499999,-70.653793581599999,gran santiago,5985.36
5694,LASUF,LASUFL0,-37.481436109999997,-72.352838888899996,-37.481436109999997,-72.352838888899996,los angeles,6170137.46
6613,MIGRF,MIGRF6B,-29.942139000000001,-71.240555000000001,-29.943084112299999,-71.240951981099997,gran la serena,1214459.71
13443,TANGO,TANGOU8,-33.614404999999998,-70.721412000000001,-33.615230406300000,-70.721586767000005,gran santiago,4979482.60
318,LISUE,LISUEU1,-35.866050000000001,-71.595920000000007,-35.865004775800003,-71.595175354399998,linares,94661785.91
17116,TERMF,TERMF9A,-33.450606999999998,-70.686690999999996,-33.450204693000003,-70.686690999999996,gran santiago,192025.92
1366,LILAF,LILAFU7,-33.428466999999998,-70.593765000000005,-33.427836925100003,-70.593490216999996,gran santiago,168198.76
1874,AGSC1,AGSC1W1,-33.446897000000000,-70.675102999999993,-33.446104609899997,-70.674935551600001,gran santiago,228992.37
4905,ENMF2,ENMF2U1,-33.418498999999997,-70.600998000000004,-33.417527503199999,-70.600686129600007,gran santiago,41548.59
2021,MBOM5,MBOM5L0,-33.497931000000001,-70.592641999999998,-33.497931000000001,-70.592641999999998,gran santiago,958373.12
6863,ELMEO,ELMEOU3,-33.382919000000001,-70.593279999999993,-33.383023789799999,-70.593991718300003,gran santiago,259379.86
447,LAFAU,LAFAUW3,-33.490499999999997,-70.771860000000004,-33.491229227900000,-70.772267741799993,gran santiago,1052627.96
1260,MPRT2,MPRT2U7,-33.611172000000003,-70.886539999999997,-33.610769693000002,-70.886539999999997,gran santiago,1525488.19
430,SSURF,SSURF9B,-41.488472000000002,-73.017364000000001,-41.487852813099998,-73.015092993799996,gran puerto montt,14216643.83
2887,DORSF,DORSFU8,-33.399918000000000,-70.657936000000007,-33.400253255800003,-70.657240445900001,gran santiago,1199847.75
785,GALER,GALERU2,-34.182423600000000,-70.715833300000000,-34.182563319800003,-70.714875441399997,gran rancagua,2747332.22
11902,CALER,CALERU9,-33.613805999999997,-70.816028000000003,-33.613393208700003,-70.817389846599994,gran santiago,8369567.20
4741,SBERN,SBERNU3,-33.610305560000000,-70.704194439999995,-33.609903252999999,-70.705031129199995,gran santiago,874879.45
7491,COLAR,COLARB,-33.046832999999999,-71.594694000000004,-33.046989187100003,-71.593998603100005,gran valparaiso,1031159.95
12271,QVERF,QVERFA,-33.029411000000003,-71.552460999999994,-33.029343948799998,-71.552460999999994,gran valparaiso,149944.88
18052,MHPIF,MHPIF9A,-33.583843000000002,-70.675926000000004,-33.583843000000002,-70.675926000000004,gran santiago,644347.33
18604,MAPLI,MAPLIU1,-33.364800000000002,-70.678299999999993,-33.364800000000002,-70.678299999999993,gran santiago,639763.39
740,TABEX,TABEXW2,-33.453803000000001,-71.668586000000005,-33.453178055000002,-71.669478661900001,el quisco,82919118.68
5637,MHSNJ,MHSNJ9A,-33.418303999999999,-70.656807000000001,-33.418102846499998,-70.656807000000001,gran santiago,336521.07
1259,HURFF,HURFFU1,-33.439543999999998,-70.651204000000007,-33.438572503200000,-70.650892053999996,gran santiago,4285.98
106,PSANC,PSANCU1,-33.579875999999999,-71.607963999999996,-33.579025398900001,-71.608335605600004,gran san antonio,1071301.65
4052,ARSUR,ARSURU3,-18.486055555600000,-70.279574999999994,-18.485250941600000,-70.279574999999994,arica,2559079.81
8,PRISR,PRISRU2,-33.597360999999999,-70.627916999999997,-33.597154604399996,-70.627236204900001,gran santiago,1039344.23
5903,FUTFF,FUTFFU3,-33.406300000000002,-70.735744400000002,-33.406903395199997,-70.736605821100000,gran santiago,1737998.77
3246,HCNC1,HCNC1U2,-32.930000000000000,-71.549440000000004,-32.930303844999997,-71.549271192999996,gran valparaiso,31510100.03
2827,GRCC1,GRCC1U7,-33.457394000000001,-70.625793000000002,-33.456623537399999,-70.625018108199995,gran santiago,265476.05
454,OSBOF,OSBOFW3,-20.220513879999999,-70.140713888899995,-20.220932949800002,-70.141487413899995,gran iquique,674791.46
1159,EDNOR,EDNORB,-20.205857000000002,-70.129880000000000,-20.205857000000002,-70.130451586000007,gran iquique,106497311.69
5592,MSPOF,MSPOFU7,-33.370708000000000,-70.506400999999997,-33.370708000000000,-70.506400999999997,gran santiago,555566.12
2730,LOSEN,LOSENU7,-33.524264000000002,-70.522927999999993,-33.523583952199999,-70.522709423400002,gran santiago,29193864.02
6428,GEROM,GEROMU2,-29.973960000000002,-71.274950000000004,-29.974383048699998,-71.274252537500004,gran la serena,3166508.17
377,MPANO,MPANOL0,-23.646508000000001,-70.401961000000000,-23.646508000000001,-70.401961000000000,antofagasta,67882513.86
1742,ALGBO,ALGBOW1,-33.367471999999999,-71.673917000000003,-33.367069692999998,-71.673082653600005,el quisco,1468164.88
2084,JP2EF,JP2EFU3,-33.275879000000003,-70.616866999999999,-33.276281306999998,-70.617700477699998,gran santiago,22109898.07
2557,VTAND,VTANDL0,-33.380020000000002,-70.541470000000004,-33.380020000000002,-70.541470000000004,gran santiago,426243.35
2657,PPCCF,PPCCFU1,-33.389460000000000,-70.615009999999998,-33.388957116299999,-70.615009999999998,gran santiago,388313.57
2032,HTRI2,HTRI2U2,-33.539600000000000,-70.598519999999994,-33.539197692999998,-70.598519999999994,gran santiago,594436.11
6748,MCCP2,MCCP2U1,-36.824615000000001,-73.051328999999996,-36.823426414899998,-73.051067184600001,gran concepcion,103447.14
884,CLNC1,CLNC1U9,-33.423794000000001,-70.578293000000002,-33.424784487600000,-70.578502259100006,gran santiago,331245.89
13491,MOHIG,MOHIGA,-36.827583300000001,-73.049388899999997,-36.827506382099997,-73.049251663400000,gran concepcion,43620.42
958,ALACI,ALACIU7,-33.447080000000000,-70.662580000000005,-33.446566358299997,-70.662063465399996,gran santiago,193103.77
6762,CLPHF,CLPHFU2,-39.808430999999999,-73.247856999999996,-39.808285458599997,-73.246782519299998,valdivia,3329699.11
11578,CCEEN,CCEENU8,-38.712649999999996,-73.168499999999995,-38.713219934900003,-73.167234879199995,carahue,275533599.93
5336,AVDM3,AVDM3U7,-29.959503999999999,-71.309003000000004,-29.958810583700000,-71.308331421399998,gran la serena,3420820.80
3880,LACEF,LACEF6Y,-37.473466660000000,-72.350552777800004,-37.474271274000003,-72.348796747600005,los angeles,229633.25
1552,MEHEM,MEHEMU9,-33.407980000000002,-70.555610000000001,-33.407980000000002,-70.555610000000001,gran santiago,277566.47
5559,RANC4,RANC4U9,-34.193469999999998,-70.722579999999994,-34.192866539500002,-70.723843644499993,gran rancagua,8546128.93
1489,PU3EN,PU3ENW2,-39.270640000000000,-71.975530000000006,-39.269862802600002,-71.975261004100005,pucon,85926370.07
33452,MLDF2,MLDF2A,-33.349139999999998,-70.518592999999996,-33.349139999999998,-70.518592999999996,gran santiago,188208.83
147,MSMA1,MSMA1U9,-33.432710000000000,-70.628380000000007,-33.432710000000000,-70.628380000000007,gran santiago,31327.80
10371,PUCO4,PUCO4U3,-39.283878000000001,-71.961749999999995,-39.283648671500004,-71.962564028200006,pucon,6554094.51
1192,SISAC,SISACU1,-33.450155000000002,-70.641604999999998,-33.448512246400000,-70.641604999999998,gran santiago,198075.27
1117,COGUE,COGUEU2,-34.034416659999998,-70.662222222200000,-34.035053646100003,-70.660890861599995,codegua,66609863.79
1074,CINC1,CINC1W3,-33.510100999999999,-70.751694000000001,-33.510100999999999,-70.752900262099999,gran santiago,1047537.44
2509,MATUF,MATUFW2,-33.450499999999998,-70.678861111100005,-33.450064489900001,-70.679162467699996,gran santiago,119760.07
76,MRCHN,MRCHNL0,-33.452522999999999,-70.608743000000004,-33.452522999999999,-70.608743000000004,gran santiago,277880.19
4719,RPCRF,RPCRF8A,-33.436942999999999,-70.649169999999998,-33.436942999999999,-70.649169999999998,gran santiago,7150.49
745,ARGTF,ARGTFL0,-33.539330600000000,-70.604391699999994,-33.539330600000000,-70.604391699999994,gran santiago,479017.52
10399,VALLE,VALLEU1,-33.352705000000000,-70.729207000000002,-33.352302692999999,-70.729207000000002,gran santiago,1533995.46
1418,MAPUC,MAPUCAB,-33.511901999999999,-70.762496999999996,-33.512548494900003,-70.761572923499998,gran santiago,582814.14
230,ALEF2,ALEF2U2,-37.469648599999999,-72.327537199999995,-37.470151483700000,-72.326439741599998,los angeles,6766913.18
2049,MRMG1,MRMG1U8,-33.024560999999999,-71.569076999999993,-33.025063883700000,-71.569076999999993,gran valparaiso,4171258.41
4300,CCSNA,CCSNAW2,-33.625833000000000,-71.598611000000005,-33.626062328499998,-71.599367692700000,gran san antonio,5884625.63
27517,HLRE2,HLRE2U7,-33.448700000000002,-70.519270000000006,-33.448297693000001,-70.519270000000006,gran santiago,912050.97
0,OSLIO,OSLIO,-40.586880000000001,-73.102609999999999,-40.586880000000001,-73.102609999999999,osorno,2738755.72
16463,RANC1,RANC1U2,-34.161527999999997,-70.695389000000006,-34.162050612100003,-70.695753649500006,gran rancagua,8179426.21
387,ESTEF,ESTEFU1,-33.354801000000002,-70.705939999999998,-33.353594078999997,-70.705939999999998,gran santiago,1223486.91
2688,SPFRF,SPFRF8X,-33.380614999999999,-70.567863000000003,-33.379669887699997,-70.567451053900001,gran santiago,990725.26
385,CNOG1,CNOG1Y,-36.594892999999999,-72.104352500000005,-36.594717683200003,-72.101856611000002,gran chillan,2157970.47
5994,CHIMN,CHIMNU2,-34.695461999999999,-71.035156000000001,-34.695847544199999,-71.034343796000002,chimbarongo,16258125.62
219,SPDZF,SPDZF3B,-36.839799999999997,-73.107533333299997,-36.840496816200002,-73.107030643000002,gran concepcion,1818312.33
10459,BANAF,BANAF9A,-33.441139000000000,-70.651938999999999,-33.442453550800003,-70.652543727600005,gran santiago,6318.38
306,YUMBF,YUMBFW1,-37.097470000000001,-72.568933000000001,-37.096464232499997,-72.568933000000001,yumbel,58475966.38
1583,TOMC2,TOMC2C,-36.631177800000003,-72.949616700000007,-36.629196824799998,-72.950051956699994,gran concepcion,16956608.15
7693,MVCC2,MVCC2X,-33.371200000000002,-70.652000000000001,-33.371713641699998,-70.651483910300001,gran santiago,2608477.21
557,MRFG1,MRFG1U1,-33.021641000000002,-71.514587000000006,-33.021138116300001,-71.513548178500002,gran valparaiso,1409506.17
1932,RENK3,RENK3U7,-33.392222199999999,-70.750000000000000,-33.392610096900000,-70.749446320399997,gran santiago,2174058.27
427,CHARF,CHARFW2,-36.614447220000002,-72.081750000000000,-36.614126160100000,-72.080651037400003,gran chillan,1043060.74
5287,VALPE,VALPEU1,-33.066879999999998,-71.365819999999999,-33.066314994099997,-71.365254279400006,gran valparaiso,3956344.77
3789,DPRDF,DPRDF8A,-33.427700000000002,-70.617000000000004,-33.427532372100003,-70.617000000000004,gran santiago,53978.28
952,PBOMF,PBOMFU3,-39.276231000000003,-71.973682999999994,-39.276554247400000,-71.974180650999998,pucon,1620151.57
1814,CHSAC,CHSACW2,-36.944538999999999,-73.017319999999998,-36.945235816199997,-73.017823380600007,gran concepcion,28352087.42
1372,SJUMF,SJUMFU7,-29.920038000000002,-71.260368000000000,-29.919262206100001,-71.259301282500005,gran la serena,1060538.94
16177,SHOJN,SHOJNU8,-18.480678000000001,-70.310899000000006,-18.480986184999999,-70.311171659300001,arica,689330.91
6484,HSFC1,HSFC1U2,-33.401173000000000,-70.520016999999996,-33.401393526200003,-70.520113144800007,gran santiago,417307.15
1391,MEPRA,MEPRAU8,-33.443297999999999,-70.716412000000005,-33.443297999999999,-70.716412000000005,gran santiago,398083.48
1811,ANAKE,ANAKE9B,-33.002719399999997,-71.543719400000001,-33.003121706999998,-71.542888512600001,gran valparaiso,340542.33
27722,MMCVF,MMCVF9A,-33.407660000000000,-70.573639999999997,-33.407336752600003,-70.573178522099994,gran santiago,72849.60
2954,GGVIF,GGVIFU3,-29.918048800000001,-71.247807199999997,-29.918819262600000,-71.248553098599999,gran la serena,450415.02
15351,AALIR,AALIRU1,-33.476002000000001,-70.631011999999998,-33.476002000000001,-70.631011999999998,gran santiago,434819.05
146,LHTTF,LHTTFU8,-33.402255599999997,-70.577799999999996,-33.402758483699998,-70.576756638800006,gran santiago,18100.55
11562,VLLG1,VLLG1Y,-28.575930549999999,-70.739488888899999,-28.576722940100002,-70.739329786900001,vallenar,375360218.51
2842,AMBXF,AMBXFU7,-33.396700000000003,-70.793599999999998,-33.396700000000003,-70.793599999999998,gran santiago,600690.70
514,LIRQF,LIRQFU3,-36.724442000000003,-72.973609999999994,-36.724098007300000,-72.974789143799995,gran concepcion,20491051.10
18401,MRHUF,MRHUF8A,-33.439847219999997,-70.651686111100005,-33.439847219999997,-70.651686111100005,gran santiago,4428.39
820,BERGA,BERGAU9,-33.416300000000000,-70.558700000000002,-33.415973987199997,-70.560915074500002,gran santiago,226021.19
746,MEPUD,MEPUDEZ,-33.444629599999999,-70.740592899999996,-33.444629599999999,-70.740592899999996,gran santiago,795180.55
836,PLCOF,PLCOFU2,-40.065880000000000,-72.831050000000005,-40.067272478699998,-72.831537545800003,paillaco,201852879.96
